Sample,X,Y,Z
814,0.059,-0.109,1.031
815,-0.078,-0.133,0.887
816,-0.078,-0.133,0.887
817,-0.074,-0.344,0.945
818,-0.051,-0.191,1.121
819,-0.133,0.020,1.141
820,0.137,-0.105,0.965
821,0.039,-0.012,0.871
822,0.102,0.094,0.973
823,-0.207,-0.117,0.953
824,0.148,-0.176,0.945
825,-0.086,0.152,1.055
826,0.047,0.484,1.156
827,-0.203,0.152,0.945
828,0.172,-0.207,0.863
829,-0.137,-0.012,1.008
830,0.082,0.238,1.094
831,0.207,0.188,0.965
832,0.141,-0.148,0.828
833,0.098,-0.133,0.941
834,-0.301,0.020,1.055
835,-0.129,-0.035,1.055
836,-0.059,-0.145,1.016
837,0.133,0.039,1.016
838,-0.277,0.066,1.070
839,0.039,0.012,1.004
840,-0.195,-0.168,0.914
841,0.168,-0.137,0.945
842,0.098,-0.023,0.953
843,0.043,0.074,1.016
844,-0.102,-0.031,1.000
845,-0.234,-0.070,0.992
846,-0.234,-0.039,1.027
847,0.191,-0.102,0.930
848,-0.215,0.078,1.023
849,0.020,0.207,1.047
850,0.051,0.039,1.066
851,-0.098,-0.094,1.023
852,0.371,-0.066,0.914
853,0.211,0.051,0.965
854,0.105,-0.098,0.945
855,0.148,-0.285,0.930
856,-0.051,0.043,1.105
857,-0.246,0.035,1.047
858,0.254,-0.195,0.965
859,-0.090,-0.113,0.977
860,0.008,0.113,1.109
861,-0.109,0.121,1.043
862,-0.031,-0.141,0.832
863,0.258,-0.195,0.824
864,0.180,0.051,0.945
865,-0.207,0.137,0.992
866,-0.020,0.039,1.035
867,-0.285,0.016,1.055
868,-0.113,-0.090,1.012
869,-0.008,0.152,1.055
870,-0.297,0.285,1.047
871,0.000,0.078,1.004
872,-0.215,-0.215,0.965
873,0.145,0.023,1.031
874,-0.168,0.141,1.141
875,0.074,-0.020,0.961
876,0.109,-0.328,0.945
877,0.141,-0.520,0.770
878,-0.094,-0.309,1.004
879,-0.281,-0.254,1.086
880,0.090,-0.414,1.082
881,-0.148,-0.516,0.992
882,0.055,-0.469,0.941
883,-0.195,-0.480,0.996
884,0.242,-0.469,1.043
885,0.070,-0.363,1.020
886,0.254,-0.414,0.910
887,0.340,-0.402,0.918
888,0.047,-0.277,1.035
889,0.105,-0.250,1.066
890,-0.219,-0.309,1.102
891,0.078,-0.090,1.078
892,-0.078,0.133,1.094
893,0.039,-0.082,0.918
894,0.211,-0.238,0.812
